uid,page,pagepdf,name,region,depto,muni,deptos,ings,instruc,dificultad,raciones_min,raciones_max,tiempo,tiempo_mins,tiempo_dias,line_original
pollo-gritador,278,364,Pollo gritador,Tolima y Huila,Huila,NA,NA,3 libras (1½ kg) de presas de pollo · 1 taza de hogo [ver p. 355] · 1 copa de aguardiente · aceite.,"Se adoban las presas con el hogo y se dejan descansar para que absorban la salsa, y luego se fríen en poco aceite hasta que se doren; se les rocía el aguardiente y se dejan conservar du­rante 5 minutos. Se sirven acompañadas con arroz blanco.",1,3,6,40 minutos,40,NA,"Pollo gritador Huila Grado de dificultad * | Tiempo de preparación: 40 minutos | Raciones: 3 a 6 3 libras (1½ kg) de presas de pollo · 1 taza de hogo [ver p. 355] · 1 copa de aguardiente · aceite. Se adoban las presas con el hogo y se dejan descansar para que absorban la salsa, y luego se fríen en poco aceite hasta que se doren; se les rocía el aguardiente y se dejan conservar du­rante 5 minutos. Se sirven acompañadas con arroz blanco."
ponche,251,337,Ponche,Costa Atlántica,Bolívar,Mompós,NA,4 libras (2 kg) de pernil de ponche · 1 taza de guiso [ver p. 319] · 2 botellas de cerveza · 1 copa de ron · 2 tazas de agua · 2 cucharadas de jugo de naranja agria · 2 cucharadas de jugo de limón · sal y pimienta a gusto.,"Se frota el pernil con los jugos de limón y naranja agria, sal y pimienta, hasta que quede completamente cubierto, y luego se deja descansar unas 2 horas. Se pone a cocinar en una olla con 2 tazas de agua, la cerveza y el ron, se tapa y se deja a fuego alto por 1 hora, volteándolo cada cierto tiempo. Se saca (se guarda el jugo) y se pone en una parrilla a asar al carbón por 1 hora, se vol­tea y se rocía un poco con el jugo. Se baja, se corta en tajadas y se desmecha; se rocía con el guiso caliente y el jugo de la cocción que haya quedado. Se sirve con arroz blanco y yuca cocida.",2,8,10,2 horas,120,NA,"Ponche M o m p ó s , B o l í va r Cerdo salvaje Grado de dificultad ** | Tiempo de cocción: 2 horas | Raciones: 8 a 10 4 libras (2 kg) de pernil de ponche · 1 taza de guiso [ver p. 319] · 2 botellas de cerveza · 1 copa de ron · 2 tazas de agua · 2 cucharadas de jugo de naranja agria · 2 cucharadas de jugo de limón · sal y pimienta a gusto. Se frota el pernil con los jugos de limón y naranja agria, sal y pimienta, hasta que quede completamente cubierto, y luego se deja descansar unas 2 horas. Se pone a cocinar en una olla con 2 tazas de agua, la cerveza y el ron, se tapa y se deja a fuego alto por 1 hora, volteándolo cada cierto tiempo. Se saca (se guarda el jugo) y se pone en una parrilla a asar al carbón por 1 hora, se vol­tea y se rocía un poco con el jugo. Se baja, se corta en tajadas y se desmecha; se rocía con el guiso caliente y el jugo de la cocción que haya quedado. Se sirve con arroz blanco y yuca cocida."
posta-de-carne,251,337,Posta de carne,Costa Atlántica,Bolívar,NA,NA,"3 libras (1½ kg) de carne de res (punta de cadera o punta gorda) · 2 cebollas cabezonas, peladas y picadas · 6 dientes de ajo, pi­cados · 2 cucharadas de mantequilla · 4 cucharadas de aceite · sal y pimienta a gusto.","Se sofríen los ajos en el aceite caliente, se retiran y se majan. La carne se chuza un poco y se adoban los huecos con sal, pi­mienta y los ajos. En la misma manteca (o aceite) se pone la carne a freír volteándola hasta dorarla bien por todos lados. En una sartén honda se sofríe en la mantequilla un poco de cebolla, se le agrega ½ taza de agua y se añade la carne. Se lleva al horno precalentado a 350°, por 25 minutos para que quede a término medio o más si se desea (o al fuego por 20 minutos apro- ximadamente, tapando la sartén). Se sirve bañada con su propia salsa y un poco de perejil pi­cado por encima.",2,8,10,50 minutos,50,NA,"Posta de carne B o l í va r Grado de dificultad ** | Tiempo de cocción: 50 minutos | Raciones: 8 a 10 3 libras (1½ kg) de carne de res (punta de cadera o punta gorda) · 2 cebollas cabezonas, peladas y picadas · 6 dientes de ajo, pi­cados · 2 cucharadas de mantequilla · 4 cucharadas de aceite · sal y pimienta a gusto. Se sofríen los ajos en el aceite caliente, se retiran y se majan. La carne se chuza un poco y se adoban los huecos con sal, pi­mienta y los ajos. En la misma manteca (o aceite) se pone la carne a freír volteándola hasta dorarla bien por todos lados. En una sartén honda se sofríe en la mantequilla un poco de cebolla, se le agrega ½ taza de agua y se añade la carne. Se lleva al horno precalentado a 350°, por 25 minutos para que quede a término medio o más si se desea (o al fuego por 20 minutos apro- ximadamente, tapando la sartén). Se sirve bañada con su propia salsa y un poco de perejil pi­cado por encima."
posta-de-res,106,106,Posta de res,Antioquia y Viejo Caldas,Antioquia,NA,NA,"3 o 4 libras (1½ o 2 kg) de posta de res · 2 cucharadas de aceite · 2 cucharadas de mantequilla · 2 cucharadas de harina de trigo · 1 cucharada de quemado de panela · 1 cucharadita de vinagre · 1 cucharadita de azúcar · 1 copa de vino tinto, seco · 1 cucharada de jugo de limón · 2 clavos de especias · 2 cebollas de huevo, pi­cadas finas · 4 dientes de ajo, majados · sal y pimienta a gusto.","Se chuza la carne y se frota bien con la sal, la pimienta, los clavos, las cebollas, los ajos y el jugo de limón, procurando introducir los aliños en los orificios de los chu- zones. Se deja refrigerada hasta el otro día. Se calientan el aceite y la mantequilla y se sofríe bien la carne, que quede negruzca por to­dos lados. Se pone con agua que la cubra completamente, se agrega sal, se tapa y se deja cocinar a fuego lento por 2½ ho­ras. Se añade a la salsa que se ha formado, la harina disuelta en el vino, el azúcar, el quemado de panela y el vinagre, se revuelve, se baña la posta y se deja conservar a fuego lento por ½ hora. Se sirve con papas al vapor, o puré y arroz blanco.",2,8,10,2 ¾ horas,265,NA,"Posta de res Antioquia Grado de dificultad ** | Tiempo de cocción: 2 ¾ horas | Raciones: 8 a 10 3 o 4 libras (1½ o 2 kg) de posta de res · 2 cucharadas de aceite · 2 cucharadas de mantequilla · 2 cucharadas de harina de trigo · 1 cucharada de quemado de panela · 1 cucharadita de vinagre · 1 cucharadita de azúcar · 1 copa de vino tinto, seco · 1 cucharada de jugo de limón · 2 clavos de especias · 2 cebollas de huevo, pi­cadas finas · 4 dientes de ajo, majados · sal y pimienta a gusto. Se chuza la carne y se frota bien con la sal, la pimienta, los clavos, las cebollas, los ajos y el jugo de limón, procurando introducir los aliños en los orificios de los chu- zones. Se deja refrigerada hasta el otro día. Se calientan el aceite y la mantequilla y se sofríe bien la carne, que quede negruzca por to­dos lados. Se pone con agua que la cubra completamente, se agrega sal, se tapa y se deja cocinar a fuego lento por 2½ ho­ras. Se añade a la salsa que se ha formado, la harina disuelta en el vino, el azúcar, el quemado de panela y el vinagre, se revuelve, se baña la posta y se deja conservar a fuego lento por ½ hora. Se sirve con papas al vapor, o puré y arroz blanco."
postre-de-natas,324,410,Postre de natas,NA,Bogotá,NA,NA,"4 botellas (3 litros) de leche sin pasteurizar · 1 libra (500 gr) de, azúcar · 2 yemas de huevos.","Se pone a cocinar la leche, y se deja reposar tras cada her­vida; se retiran las natas y se guardan. Se repite la operación hasta que no salgan más natas. Se prepara un almíbar con el azúcar y una taza del suero que queda de la leche. Se añaden las dos yemas, y se revuelven hasta que queden bien incorpo­radas; se le ponen las natas encima y se deja cocinar a fuego lento por unos minutos (sin revolver). No se debe tocar hasta que se enfríe. Se sirve en dulcera. Si resulta muy espeso puede agregarse más leche. También pueden adicionarse unas pasas en el momento de mezclar el almíbar y las natas.",3,8,10,2 horas,120,NA,"Postre de natas B o g o tá Grado de dificultad *** | Tiempo de preparación: 2 horas | Raciones: 8 a 10 4 botellas (3 litros) de leche sin pasteurizar · 1 libra (500 gr) de, azúcar · 2 yemas de huevos. Se pone a cocinar la leche, y se deja reposar tras cada her­vida; se retiran las natas y se guardan. Se repite la operación hasta que no salgan más natas. Se prepara un almíbar con el azúcar y una taza del suero que queda de la leche. Se añaden las dos yemas, y se revuelven hasta que queden bien incorpo­radas; se le ponen las natas encima y se deja cocinar a fuego lento por unos minutos (sin revolver). No se debe tocar hasta que se enfríe. Se sirve en dulcera. Si resulta muy espeso puede agregarse más leche. También pueden adicionarse unas pasas en el momento de mezclar el almíbar y las natas."
postre-de-tomates,187,273,Postre de tomates,NA,Nariño,NA,NA,"20 tomates, con cáscara · 1 libra (500 gr) de azúcar · ¾ litro de agua · 8 claras de huevo, batidas a punto de nieve.","Se cocinan los tomates en el agua hirviendo por 10 minutos. Se sacan, se cuela el agua y se mezcla con el azúcar para hacer un almíbar liviano. A este almíbar se le incorporan poco a poco las claras. Los tomates se ponen en una bandeja y se cubren con el almíbar.",2,8,10,30 minutos,30,NA,"Postre de tomates Nariño Grado de dificultad ** | Tiempo de cocción: 30 minutos | Raciones: 8 a 10 20 tomates, con cáscara · 1 libra (500 gr) de azúcar · ¾ litro de agua · 8 claras de huevo, batidas a punto de nieve. Se cocinan los tomates en el agua hirviendo por 10 minutos. Se sacan, se cuela el agua y se mezcla con el azúcar para hacer un almíbar liviano. A este almíbar se le incorporan poco a poco las claras. Los tomates se ponen en una bandeja y se cubren con el almíbar."
poteca-de-ahuyama,271,357,Poteca de ahuyama,Tolima y Huila,Tolima,NA,NA,"2 libras (1 kg) de ahuyama, pelada y picada · ¼ libra (125 gr) de mantequilla · 1 taza de caldo · ½ taza de leche · 4 cucharadas de hogo [ver p. 355] · sal y pimienta a gusto.","Se pone la ahuyama a cocinar con cáscara por 30 minutos hasta que quede muy blanda. Se saca, se pela, se tritura con un tenedor y se mezcla con el resto de los in- gredientes. Se pone en una cacerola a sofreír, revolviendo constantemente. Se sirve caliente.",2,NA,NA,45 minutos,45,NA,"Poteca de ahuyama Tolima Grado de dificultad ** | Tiempo de cocción: 45 minutos 2 libras (1 kg) de ahuyama, pelada y picada · ¼ libra (125 gr) de mantequilla · 1 taza de caldo · ½ taza de leche · 4 cucharadas de hogo [ver p. 355] · sal y pimienta a gusto. Se pone la ahuyama a cocinar con cáscara por 30 minutos hasta que quede muy blanda. Se saca, se pela, se tritura con un tenedor y se mezcla con el resto de los in- gredientes. Se pone en una cacerola a sofreír, revolviendo constantemente. Se sirve caliente."
puchero-bogotano,315,401,Puchero bogotano,Boyacá y Cundinamarca,Cundinamarca,NA,NA,"16 tazas de agua · 1½ pollo despresado · 1 libra (500 gr) de carne de cerdo pulpa, cortada en trozos · 1 libra (500 gr) de cos­tillas de cerdo, picadas · 1 libra (500 gr) de carne de res, pulpa, cortada en trozos · 1 libra (500 gr) de costillas de res, picadas · ½ libra (250 gr) de carne cecina, picada · 1 libra (500 gr) de lon­ganizas, picadas · ½ libra (250 gr) de tembloroso (tocino), picado · 3 plátanos verdes, pelados y partidos en trozos con las manos · 2 plátanos maduros, picados en porciones · 1½ libra (750 gr) de yuca, pelada y partida · 1½ libra (750 gr) de papas sabaneras · 2 hojas de repollo · 3 mazorcas, peladas y partidas · 4 hojas de laurel · 4 dientes de ajo, picados · 4 cebollas cabezonas, partidas en dos · 1 cucharada de tomillo, molido · 2 tazas de hogo · sal y pimienta a gusto. 1 libra (500 gr) de cebolla larga · 1 libra (500 gr) de tomates ma­duros, pelados y picados · ¼ taza de mantequilla · ½ taza de leche · ½ libra (250 gr) de queso, rallado · sal y pimienta a gusto.","Se pone el agua con los pollos, las carnes, las costillas, las lon­ganizas, el tembloroso, el laurel, el ajo, el tomillo, las cebollas, sal y pi­mienta a cocinar por 1 hora a fuego me- dio. Se sacan las carnes asegurándose que estén tiernas (en el caso que las costillas de res no lo estén, se dejan más tiempo). Se añaden al caldo los plátanos y las ma- zorcas dejándolos cocinar por 15 minutos; se agregan las papas y el repollo y luego la yuca. Se deja hervir durante 25 minutos. (El plátano maduro se cocina aparte con un pedacito de panela). Se agregan las carnes y se dejan ca­lentar. Se escurre todo sacándolo del caldo con una espu­madera y se sirve en platos individuales con el plátano ma­duro, procurando que cada porción reciba un poco de cada ingrediente. El repollo se coloca por encima como adorno y se baña generosamente con el hogo caliente. Se sirve el caldo aparte. Hogo La cebolla larga se deshilacha en trozos grandes, se pone a cocinar con los tomates y la mantequilla en la leche, se agrega el queso, sal y pimienta, se revuelve y se deja cocinar 15 minutos.",2,12,14,2 horas,120,NA,"Puchero bogotano Cundinamarca Grado de dificultad ** | Tiempo de cocción: 2 horas | Raciones: 12 a 14 16 tazas de agua · 1½ pollo despresado · 1 libra (500 gr) de carne de cerdo pulpa, cortada en trozos · 1 libra (500 gr) de cos­tillas de cerdo, picadas · 1 libra (500 gr) de carne de res, pulpa, cortada en trozos · 1 libra (500 gr) de costillas de res, picadas · ½ libra (250 gr) de carne cecina, picada · 1 libra (500 gr) de lon­ganizas, picadas · ½ libra (250 gr) de tembloroso (tocino), picado · 3 plátanos verdes, pelados y partidos en trozos con las manos · 2 plátanos maduros, picados en porciones · 1½ libra (750 gr) de yuca, pelada y partida · 1½ libra (750 gr) de papas sabaneras · 2 hojas de repollo · 3 mazorcas, peladas y partidas · 4 hojas de laurel · 4 dientes de ajo, picados · 4 cebollas cabezonas, partidas en dos · 1 cucharada de tomillo, molido · 2 tazas de hogo · sal y pimienta a gusto. Se pone el agua con los pollos, las carnes, las costillas, las lon­ganizas, el tembloroso, el laurel, el ajo, el tomillo, las cebollas, sal y pi­mienta a cocinar por 1 hora a fuego me- dio. Se sacan las carnes asegurándose que estén tiernas (en el caso que las costillas de res no lo estén, se dejan más tiempo). Se añaden al caldo los plátanos y las ma- zorcas dejándolos cocinar por 15 minutos; se agregan las papas y el repollo y luego la yuca. Se deja hervir durante 25 minutos. (El plátano maduro se cocina aparte con un pedacito de panela). Se agregan las carnes y se dejan ca­lentar. Se escurre todo sacándolo del caldo con una espu­madera y se sirve en platos individuales con el plátano ma­duro, procurando que cada porción reciba un poco de cada ingrediente. El repollo se coloca por encima como adorno y se baña generosamente con el hogo caliente. Se sirve el caldo aparte. Hogo 1 libra (500 gr) de cebolla larga · 1 libra (500 gr) de tomates ma­duros, pelados y picados · ¼ taza de mantequilla · ½ taza de leche · ½ libra (250 gr) de queso, rallado · sal y pimienta a gusto. La cebolla larga se deshilacha en trozos grandes, se pone a cocinar con los tomates y la mantequilla en la leche, se agrega el queso, sal y pimienta, se revuelve y se deja cocinar 15 minutos."
puchero-boyacense,315,401,Puchero boyacense,Boyacá y Cundinamarca,Boyacá,Moniquirá,NA,"9 tazas de agua · 2 libras (1 kg) de presas de pollo, picadas en porciones · 1 libra (500 gr) de lomo de cerdo, picada en trozos · 1 libra (500 gr) de tocino carnudo, picado en trozos · 2 libras (1 kg) de papas del año, peladas, picadas y partidas · 1½ libra (750 gr) de yuca, pelada y partida · 2 plátanos verdes, pelados y partidos · 1 plátano maduro, pelado y partido · ½ libra (250 gr) de ahuyama, sin pelar cortada en trozos · 6 mazorcas tiernas, peladas y partidas en porciones · 1 repollo tierno, cortado en porciones · 1½ taza de hogo [ver p. 401] · sal, pimienta y cominos a gusto.","Se pone el agua a hervir y se cocinan el pollo, el lomo de cerdo, los plátanos verdes y las mazorcas por 15 minutos; mientras tanto se fríen aparte el tocino y la longaniza en su propia grasa, y se agregan el caldo con las papas, el plátano maduro, el repollo; 10 minutos después se añaden la yuca, la ahuyama, sal, la pimienta, los cominos y ½ taza de hogo; se deja con­servar a fuego lento por 25 o 30 minutos; (debe quedar todo tierno). Se sirve el caldo aparte y el resto de los ingredientes juntos bañados con hogo caliente.",2,8,NA,1 hora,60,NA,"Puchero boyacense M o n i q u i r á , B o ya c á Grado de dificultad ** | Tiempo de cocción: 1 hora | Raciones: 8 9 tazas de agua · 2 libras (1 kg) de presas de pollo, picadas en porciones · 1 libra (500 gr) de lomo de cerdo, picada en trozos · 1 libra (500 gr) de tocino carnudo, picado en trozos · 2 libras (1 kg) de papas del año, peladas, picadas y partidas · 1½ libra (750 gr) de yuca, pelada y partida · 2 plátanos verdes, pelados y partidos · 1 plátano maduro, pelado y partido · ½ libra (250 gr) de ahuyama, sin pelar cortada en trozos · 6 mazorcas tiernas, peladas y partidas en porciones · 1 repollo tierno, cortado en porciones · 1½ taza de hogo [ver p. 401] · sal, pimienta y cominos a gusto. Se pone el agua a hervir y se cocinan el pollo, el lomo de cerdo, los plátanos verdes y las mazorcas por 15 minutos; mientras tanto se fríen aparte el tocino y la longaniza en su propia grasa, y se agregan el caldo con las papas, el plátano maduro, el repollo; 10 minutos después se añaden la yuca, la ahuyama, sal, la pimienta, los cominos y ½ taza de hogo; se deja con­servar a fuego lento por 25 o 30 minutos; (debe quedar todo tierno). Se sirve el caldo aparte y el resto de los ingredientes juntos bañados con hogo caliente."
puerquitas,170,256,Puerquitas,"Valle, Cauca y Nariño",Valle,NA,NA,"4 plátanos verdes, pelados, preferiblemente delgados · 1 libra (500 gr) de tocino sin pellejo, cortado en trocitos · sal a gusto.","El tocino se fríe hasta que queden chicharroncitos dorados. Se pelan los plátanos, se parten en troncos (pedazos de 6 a 8 cm) y se fríen. Una vez fritos se machacan con un poco de sal (que queden muy delgados). Se pone una cucharada de chicharrón en medio y otro trozo de plátano machacado encima, y se presionan los bordes para cerrarlos. Esta operación debe hacerse con los ingredientes muy calientes.",2,4,6,30 minutos,30,NA,"Puerquitas Va l l e Grado de dificultad ** | Tiempo de preparación: 30 minutos | Raciones: 4 a 6 4 plátanos verdes, pelados, preferiblemente delgados · 1 libra (500 gr) de tocino sin pellejo, cortado en trocitos · sal a gusto. El tocino se fríe hasta que queden chicharroncitos dorados. Se pelan los plátanos, se parten en troncos (pedazos de 6 a 8 cm) y se fríen. Una vez fritos se machacan con un poco de sal (que queden muy delgados). Se pone una cucharada de chicharrón en medio y otro trozo de plátano machacado encima, y se presionan los bordes para cerrarlos. Esta operación debe hacerse con los ingredientes muy calientes."
pumpkin-rice,NA,322,Pumpkin Rice,Costa Atlántica,San Andrés y Providencia,NA,NA,"3 tazas de arroz, lavado · 1 libra (500 gr) de ahuyama · 51⁄2 tazas de leche de coco ·
2 cucharadas de aceite de coco · sal","La ahuyama se pela y se corta en cuadritos pequeños, se sofríe en aceite y se mezcla con el arroz y la sal en la leche de coco. Se pone todo a hervir a fuego medio hasta que la leche se eva­pore; se tapa, se baja a fuego lento y se deja terminar de secar.",2,8,10,40 minutos,40,0,"Pumpkin Rice  S a n
|
Andrés y Providencia
|
Grado de dificultad **    Tiempo de cocción: 40 minutos    Raciones: 8 a 10
(ver foto p. 227)
3 tazas de arroz, lavado · 1 libra (500 gr) de ahuyama · 51⁄2 tazas de leche de coco ·
2 cucharadas de aceite de coco · sal.
La ahuyama se pela y se corta en cuadritos pequeños, se sofríe en aceite y se mezclaCosta Atlántica · Aperitivos y principios
323
con el arroz y la sal en la leche de coco. Se pone todo a hervir a fuego medio hasta
que la leche se eva­pore; se tapa, se baja a fuego lento y se deja terminar de secar."
punta-de-anca,106,106,Punta de anca,Antioquia y Viejo Caldas,Antioquia,NA,NA,"3 libras (1½ kg) de punta de anca · 2 cebollas de huevo, ralladas · 2 tallos de cebolla junca, picados finos · 2 tomates maduros, pe­lados y picados finos · 2 cucharadas de jugo de limón · 2 cucha­radas de azúcar · 2 cucharadas de perejil, picado · sal y pimienta a gusto.","Se limpia la carne de nervios, dejándole la grasa que traiga. Se aporrea un poco con una piedra de moler y se chuza con un tenedor fuerte por todos lados. Se prepara una salmuera con las cebollas, los tomates, el jugo de limón, el azúcar, el pe­rejil, pimienta y sal. Se revuelve muy bien y se adoba con ella la carne, asegurándose de que la salsa penetre en los huecos. Se deja reposar hasta el día siguiente. Se pone en un asador y se lleva al horno precalentado a 350°, por 1 hora, hasta que dore. Se deja enfriar un poco, se rebana y se baña con la salsa que ha soltado. Se regresa al horno por 5 minutos para terminar la cocción y se sirve. Se acompaña con arroz y ensalada.",2,8,10,1 hora 10 minutos,70,NA,"Punta de anca Antioquia Grado de dificultad ** | Tiempo de cocción: 1 hora 10 minutos | Raciones: 8 a 10 3 libras (1½ kg) de punta de anca · 2 cebollas de huevo, ralladas · 2 tallos de cebolla junca, picados finos · 2 tomates maduros, pe­lados y picados finos · 2 cucharadas de jugo de limón · 2 cucha­radas de azúcar · 2 cucharadas de perejil, picado · sal y pimienta a gusto. Se limpia la carne de nervios, dejándole la grasa que traiga. Se aporrea un poco con una piedra de moler y se chuza con un tenedor fuerte por todos lados. Se prepara una salmuera con las cebollas, los tomates, el jugo de limón, el azúcar, el pe­rejil, pimienta y sal. Se revuelve muy bien y se adoba con ella la carne, asegurándose de que la salsa penetre en los huecos. Se deja reposar hasta el día siguiente. Se pone en un asador y se lleva al horno precalentado a 350°, por 1 hora, hasta que dore. Se deja enfriar un poco, se rebana y se baña con la salsa que ha soltado. Se regresa al horno por 5 minutos para terminar la cocción y se sirve. Se acompaña con arroz y ensalada."
pusandao-bagre-pargo-o-corvina,66,66,"Pusandao [bagre, pargo o corvina]",Costa Pacífica,Nariño,Tumaco,NA,"3 libras (1½ kg) de pescado, cortado en rodajas gruesas · 4 plá­tanos verdes, pelados y partidos (sacándoles el corazón) · 1 libra (500 gr) de papas pequeñas, peladas y bien lavadas · 1 libra (500 gr) de yuca, pelada y partida · ½ taza de refrito [ver p. 50]· 4 tazas de agua-leche de coco · 1 taza de leche de coco espesa (primera) [ver p. 320].","En las cuatro tazas de agua-leche de coco se ponen a cocinar las papas, los plátanos, la yuca y el refrito por unos 30 mi­nutos. Cuando estén blandos, se les agrega el pes- cado y la taza de leche de coco espesa. Se tapa y se deja reposar a fuego lento por 20 minutos y se sirve.",25,NA,NA,NA,NA,NA,"Pusandao [bagre, pargo o corvina] Tumaco, Nariño Tiempo de preparación: 1 hora 3 libras (1½ kg) de pescado, cortado en rodajas gruesas · 4 plá­tanos verdes, pelados y partidos (sacándoles el corazón) · 1 libra (500 gr) de papas pequeñas, peladas y bien lavadas · 1 libra (500 gr) de yuca, pelada y partida · ½ taza de refrito [ver p. 50]· 4 tazas de agua-leche de coco · 1 taza de leche de coco espesa (primera) [ver p. 320]. En las cuatro tazas de agua-leche de coco se ponen a cocinar las papas, los plátanos, la yuca y el refrito por unos 30 mi­nutos. Cuando estén blandos, se les agrega el pes- cado y la taza de leche de coco espesa. Se tapa y se deja reposar a fuego lento por 20 minutos y se sirve."
pusandao-de-carne-serrana,37,37,Pusandao de carne serrana,Costa Pacífica,Nariño,Tumaco,NA,"14 tazas de agua · 1 pollo despresado y picado en trozos · 2 libras (1 kg) de carne serrana, cortada en trozos grandes · 1 ½ libra (750 gr) de yuca, pelada y picada · 3 plátanos verdes, pelados y partidos con la mano · 8 huevos duros en rodajas · ½ libra (250 gr) de pa­pas pastusas peladas y cortadas en cuadritos · ½ taza de refrito [ver p. 50]· sal y pimienta a gusto.","Se pone la carne serrana a desalar por 10 minutos en agua hirviendo con algunas cáscaras de plátano verde. Se bota el agua y se pone a cocinar en las 14 tazas de agua hirviendo (por 20 minutos aproximadamente). Luego se le añaden el pollo, el refrito, los plátanos, las papas y la yuca, y se dejan hervir por 20 minutos a fuego me­dio. Se agrega sal y pimienta y se asegura que todo esté blando y se adorna con las ro­dajas de huevos. Se sirve acompañado de arroz blanco.",2,8,10,1 hora,60,NA,"Pusandao de carne serrana Tumaco, Nariño Grado de dificultad ** | Tiempo de cocción: 1 hora | Raciones: 8 a 10 14 tazas de agua · 1 pollo despresado y picado en trozos · 2 libras (1 kg) de carne serrana, cortada en trozos grandes · 1 ½ libra (750 gr) de yuca, pelada y picada · 3 plátanos verdes, pelados y partidos con la mano · 8 huevos duros en rodajas · ½ libra (250 gr) de pa­pas pastusas peladas y cortadas en cuadritos · ½ taza de refrito [ver p. 50]· sal y pimienta a gusto. Se pone la carne serrana a desalar por 10 minutos en agua hirviendo con algunas cáscaras de plátano verde. Se bota el agua y se pone a cocinar en las 14 tazas de agua hirviendo (por 20 minutos aproximadamente). Luego se le añaden el pollo, el refrito, los plátanos, las papas y la yuca, y se dejan hervir por 20 minutos a fuego me­dio. Se agrega sal y pimienta y se asegura que todo esté blando y se adorna con las ro­dajas de huevos. Se sirve acompañado de arroz blanco."
quebrao-de-pescado-seco,38,38,Quebrao de pescado seco,Costa Pacífica,Cauca,Guapi,NA,"8 tazas de agua · 3 libras (1½ kg) de pescado seco · 6 plátanos verdes, pelados y partidos con la mano · 1 libra (500 gr) de papas, peladas y partidas · 4 tazas de leche de coco, chirle · 1 taza de refrito [ver p. 50]· sal y pimienta a gusto.","Se desagua el pescado en agua fría que luego se bota. En 8 ta­zas de agua se ponen a cocinar los plátanos y las papas por 30 minutos, hasta que estén blandos. Se le agre- gan las 4 tazas de leche de coco, el refrito, el pescado, sal y pimienta. Se deja cocinar 15 mi­nutos, se le incorpora la leche espesa de coco y se baja a fuego lento otros 10 minutos más, sin revolver. Se sirve.",2,6,8,1 hora,60,NA,"Quebrao de pescado seco Guapi, Cauca Grado de dificultad ** | Tiempo de cocción: 1 hora | Raciones: 6 a 8 8 tazas de agua · 3 libras (1½ kg) de pescado seco · 6 plátanos verdes, pelados y partidos con la mano · 1 libra (500 gr) de papas, peladas y partidas · 4 tazas de leche de coco, chirle · 1 taza de refrito [ver p. 50]· sal y pimienta a gusto. Se desagua el pescado en agua fría que luego se bota. En 8 ta­zas de agua se ponen a cocinar los plátanos y las papas por 30 minutos, hasta que estén blandos. Se le agre- gan las 4 tazas de leche de coco, el refrito, el pescado, sal y pimienta. Se deja cocinar 15 mi­nutos, se le incorpora la leche espesa de coco y se baja a fuego lento otros 10 minutos más, sin revolver. Se sirve."
quebrao-sancocho-de-carne-serrana,38,38,Quebrao [sancocho de carne serrana],Costa Pacífica,Cauca,Guapi,NA,"12 tazas de agua · 1½ libra (750 gr) de carne serrana, cortada en trozos pequeños · 6 plátanos verdes, pelados y partidos con la mano · 1 libra (500 gr) de yuca, pelada y partida · 1½ libra (250 gr) de papas pastusas, peladas y cortadas en cuadritos · 2 tallos de cebolla larga · 4 hojas de chillangua, picadas y molidas · 1 cu­charada de poleo molido · 1 tomate maduro, pelado y picado fino · sal y pimienta a gusto.","Se desala la carne, dejándola 10 minutos en agua hirviendo con algunas cáscaras de plátano verde, se saca y se bota el agua. Se pone la carne con las 12 tazas de agua, la cebolla larga y los plátanos; se deja cocinar a fuego alto por 20 mi­nutos. Se le agregan la yuca, las papas, el tomate, la chillangua, el poleo, sal y pimienta; se dejan cocinar 25 minutos aproximadamente hasta que esté todo tierno. Se sirve bien ca- liente y se acompaña con rebanadas de agua­cate y majajas.",2,8,10,1 hora,60,NA,"Quebrao [sancocho de carne serrana] Guapi, Cauca Grado de dificultad ** | Tiempo de cocción: 1 hora | Raciones: 8 a 10 12 tazas de agua · 1½ libra (750 gr) de carne serrana, cortada en trozos pequeños · 6 plátanos verdes, pelados y partidos con la mano · 1 libra (500 gr) de yuca, pelada y partida · 1½ libra (250 gr) de papas pastusas, peladas y cortadas en cuadritos · 2 tallos de cebolla larga · 4 hojas de chillangua, picadas y molidas · 1 cu­charada de poleo molido · 1 tomate maduro, pelado y picado fino · sal y pimienta a gusto. Se desala la carne, dejándola 10 minutos en agua hirviendo con algunas cáscaras de plátano verde, se saca y se bota el agua. Se pone la carne con las 12 tazas de agua, la cebolla larga y los plátanos; se deja cocinar a fuego alto por 20 mi­nutos. Se le agregan la yuca, las papas, el tomate, la chillangua, el poleo, sal y pimienta; se dejan cocinar 25 minutos aproximadamente hasta que esté todo tierno. Se sirve bien ca- liente y se acompaña con rebanadas de agua­cate y majajas."
